word	homonym	type	gradation	type_note	grad_note
-vaistoisesti		99			
-vaistoisuus		40			
vaistomainen		38			
vaistomaisesti		99			
vaistomaisuus		40			
vaistonvarainen					
vaistonvaraisesti		99			
vaistonvaraisuus					
vaistota		74			
vaistotoiminta					
vaisu		1			
vaisusti		99			
vaisuus		40			
vaiteliaasti		99			
vaiteliaisuus		40			
vaitelias		41			
vaiti		99			
vaitiolo					
vaitiololupaus					
vaitiolo-oikeus					
vaitiolovelvollinen					
vaitiolovelvollisuus					
vaitonainen		38			
vaitonaisesti		99			
vaitonaisuus		40			
vaiva		9			
vaivaaja		10			
vaivaantua		52	J		
vaivainen		38			
vaivaisenluu					
vaivaisesti		99			
vaivaishiiri					
vaivaiskoivu					
vaivaispoika					
vaivaistalo					
vaivaisukko					
vaivaisuus		40			
vaivaisäijä					
vaivalloinen		38			
vaivalloisesti		99			
vaivalloisuus		40			
vaivannäkö					
vaivanpalkka					
vaivata		73			
vaivaton		34	C		
vaivattomasti		99			
vaivattomuus		40			
vaivaus		39			
vaivautua		52	F		
vaivero		2			
vaivihkaa		99			
vaivihkainen		38			
vaivoin		99			
vaivuttaa		53	C		
vaivutus		39			
vaja		9			
vajaa		17			
vajaahampainen					
vajaakuntoinen					
vajaakuntoisuus					
vajaakykyinen					
vajaakäyttö		50			
vajaakäyttöinen					
vajaakäyttöisyys		40			
vajaalaatuinen					
vajaalaatuisuus					
vajaalukuinen					
vajaalämpöisyys		40			
vajaamielinen					
vajaamielisyys					
vajaamittainen					
vajaamittaisuus		40			
vajaaravitsemus		50			
vajaasärmäinen					
vajaasärmäisyys		40			
vajaatehoinen					
vajaatehoisesti		99			
vajaatoiminta		50			
vajaatoimintainen					
vajaatuottoinen					
vajaatuottoisuus					
vajaatyökykyinen					
vajaatyöllisyys		50			
vajaavaltainen					
vajaaälyinen					
vajaaälyisyys					
vajanainen		38			
vajanaisesti		99			
vajanaisuus		40			
vajarakennus					
vajauksellinen		38			
vajauksellisuus		40			
vajaus		39			
vajauttaa		53	C		
vajava		10			
vajavainen		38			
vajavaisesti		99			
vajavaisuus		40			
vajavuus		40			
vaje		48			
vajennus		39			
vajentaa		54	J		
vajentua		52	J		
vajeta		72			
vajoama		10			
vajota		74			
vajottaa		53	C		
vajovesi					
vajuuttaa		53	C		
vaka		99			
vakaa		17			
vakaaja		10			
vakaannuttaa		53	C		
vakaantua		52	J		
vakaasti		99			
vakain		33			
vakainen		38			
vakakuva					
vakallinen		38			
vakanssi		5			
vakaumuksellinen		38			
vakaumuksellisesti		99			
vakaumuksellisuus		40			
vakaumus		39			
vakaumussyy					
vakaus	1	39			
vakaus	2	40			
vakausleima					
vakauttaa	1	53	C		
vakauttaa	2	53	C		
vakauttamispolitiikka					
vakauttamissopimus					
vakautua		52	F		
vakautus		39			
vakautussopimus					
vakava		10			
vakavahenkinen					
vakavailmeinen		18			
vakavakasvoinen					
vakavakatseinen					
vakavalaatuinen					
vakavaluonteinen					
vakavamielinen					
vakavanlaatuinen					
vakavannäköinen					
vakavarainen					
vakavaraistua		52			
vakavaraisuus					
vakavasisältöinen					
vakavasti		99			
vakavasävyinen					
vakavissaan		99			
vakavoida		62			
vakavoittaa		53	C		
vakavoitua		52	F		
vakavuus		40			
vaki-					
vakiasiakas					
vakiinnuttaa		53	C		
vakiinnutus		39			
vakiintua		52	J		
vakikävijä					
vakinainen		38			
vakinaisesti		99			
vakinaistaa		53			
vakinaistua		52			
vakinaistuttaa		53	C		
vakinaisuus		40			
vakio		3			
vakio-					
vakioarvo					
vakioauto					
vakiohinta					
vakioida		62			
vakioinen		38			
vakiointi		5	J		
vakioisuus		40			
vakioitua		52	F		
vakiokalusto					
vakiokoko		1	D		
vakiokokoinen					
vakiokoostumus					
vakiolaatu					
vakiolaatuinen					
vakiomaito					
vakiomalli					
vakiomallinen					
vakiomitta					
vakiomittainen					
vakionopeus					
vakionopeussäädin					
vakiopistooliammunta		9	J		
vakiopituus					
vakioselitys					
vakiosopimus					
vakiosuhde					
vakiosuure					
vakiosuuruinen					
vakiotanssi					
vakiotyyppi					
vakiotyyppinen					
vakiovaruste					
vakiovarusteinen		38			
vakioveikkaus					
vakiovuoro					
vakipaikka					
vakituinen		38			
vakituisesti		99			
vakka		9	A		
vakkasuomalainen					
vako		1	D		
vakoaura		9			
vakoilija		12			
vakoilla		67			
vakoilu		2			
vakoilujuttu					
vakoilujärjestö					
vakoilusatelliitti					
vakoilutoiminta					
vakoiluverkko					
vakokylvö					
vakolaakso					
vakooja		10			
vakoruutukylvö					
vakosametti					
vakoväli					
vaksi		5			
vakuudellinen		38			
vakuumi		6			
vakuumipakkaus					
vakuus		40			
vakuusmuoto					
vakuusrahasto					
vakuussitoumus					
vakuustodistus					
vakuutella		67	C		
vakuutettu		1	C		
vakuuttaa		53	C		
vakuuttamaton		34	C		
vakuuttautua		52	F		
vakuuttava		10			
vakuuttavasti		99			
vakuuttavuus		40			
vakuuttelu		2			
vakuuttua		52	C		
vakuutuksenantaja					
vakuutuksenottaja					
vakuutus		39			
vakuutusaika		9	D		
vakuutusala					
vakuutusarvo					
vakuutusasiamies					
vakuutusehto					
vakuutushakemus					
vakuutuskausi					
vakuutuskilpi					
vakuutuskirja					
vakuutuskohde					
vakuutuskorvaus					
vakuutuslaitos					
vakuutuslääkäri					
vakuutusmaksu					
vakuutusmaksuerä					
vakuutusmatemaatikko					
vakuutusmatematiikka					
vakuutusmäärä					
vakuutusneuvos					
vakuutusoikeus					
vakuutuspetos					
vakuutussopimus					
vakuutussumma					
vakuutustapahtuma					
vakuutusturva					
vakuutusyhdistelmä					
vakuutusyhtiö					
vala		9			
valaa		56			
valaanpyynti					
valaanpyyntialus					
valaanrasva					
valaantraani					
valaehtoinen					
valaehtoisesti		99			
valaehtoisuus					
valahdus		39			
valahtaa		53	F		
valaisin		33			
valaisinparisto					
valaisinpylväs					
valaista		66			
valaistua		52			
valaistus		39			
valaistuslaite					
valaistusmestari					
valaistustekniikka					
valaistusvoimakkuus					
valaisu		2			
valaisuammus					
valaja		10			
valakka		14	A		
valaliitto					
valallinen		38			
valamiehistö					
valamies					
valamiesoikeus					
valannainen		38			
valannos		39			
valanottaja					
valanrikkoja					
valanta		9	J		
valantehnyt		47			
valanteko					
valantekotilaisuus					
valanvannoja		10			
valanvannonta					
valapatto		1	C		
valapattoinen		38			
valapattoisuus		40			
valas		41			
valaskala					
waldorfinsalaatti					
vale		48			
vale-					
valeasiakirja					
valeasu					
valehdella		67	F		
valehtelija		12			
valehtelu		2			
valehyökkäys					
valeikkuna					
valekauppa					
valekuolema					
valekuollut					
valekuristustauti					
valella		67			
valelma		10			
valelu		2			
valenivel					
valenssi		5			
valeoikeustoimi					
valepuku					
valepukuinen					
valeraskaus					
valeriaana		9			
valesypressi					
valetasku					
valetiineys					
valhe		48			
valheellinen		38			
valheellisesti		99			
valheellisuus		40			
valheenpaljastin					
valheenpaljastuskoe					
validi		5			
validiteetti		5	C		
validius		40			
valikko		4	A		
valikko-ohjaus					
valikoida		62			
valikoima		10			
valikoimaton		34	C		
valikointi		5	J		
valikoitua		52	F		
valimo		2			
valin		33			
valinkauha					
valinnainen		38			
valinnaisaine					
valinnaisesti		99			
valinnaisuus		40			
valinnanvapaus					
valinnanvara					
valinnanvarainen					
valinta		9	J		
-valintainen		38			
valintakoe					
valintalevy					
valintamahdollisuus					
valintamyymälä					
valintaoikeus					
valintaperuste					
valintaääni					
valio		3			
valioampuja					
valiojoukko					
valiokunta					
valiokuntakäsittely					
valiokuntaneuvos					
valiokuntatyöskentely					
valioluokka					
valiourheilija					
valioyksilö					
valistaa		53			
valistaja		10			
valistua		52			
valistus		39			
valistusaate					
valistusaika		9	D		
valistusfilosofi					
valistusfilosofia					
valistuskampanja					
valistuskirjailija					
valistuskirjallisuus					
valita		69			
valitella		67	C		
valitettava		10			
valitettavasti		99			
valitettavuus		40			
valitsija		12			
valitsijajoukko					
valitsijakunta					
valitsijamies					
valitsijamiesehdokas					
valitsijamiesvaali					
valitsijayhdistys					
valitsin		33			
valitsinluuri					
valittaa		53	C		
valittaja		10			
valittelu		2			
valituksenalainen					
valituksenteko					
valitus		39			
valitusaika		9	D		
valitushuuto					
valituskirjelmä					
valituslupa					
valitusmenettely					
valitusohje					
valitusoikeus					
valitusosoitus					
valitusteitse					
valitustie					
valitusvirsi					
valituttaa		53	C		
valiutua		52	F		
valjaat		41			
valjakko		4	A		
valjashihna					
valjastaa		53			
valjastus		39			
valjeta		72	L		
valju		1			
valjusti		99			
valjuus		40			
valkaisematon		34	C		
valkaisimo		2			
valkaista		66			
valkaisu		2			
valkaisuaine					
valkama		10			
valkata		73	A		
valkea		15			
valkea-					
valkeus		40			
valkkaus		39			
valkki		5	A		
valkoapila					
valkohapsinen		38			
valkohehku					
valkohehkuinen		38			
valkoherukka					
valkohomejuusto					
valkohäntäpeura					
valkoihoinen					
valkoinen		38			
valkoisuus		40			
valkokaali					
valkokaarti					
valkokaartilainen					
valkokangas		41	G		
valkokastike					
valkokaulusrikollinen					
valkokaulusrikollisuus					
valkokaulustyöläinen					
valkokaulustyöntekijä					
valkokukkainen					
valkokulta					
valkokärpässieni					
valkolainen		38			
valkolakki					
valkolakkinen					
valkomaa					
valkometalli					
valkomulperi		6			
valkonaama					
valkoparta					
valkopartainen					
valkopesu					
valkopippuri					
valkopyykki		5	A		
valkopälvi					
valkopälvisyys		40			
valkoselkätikka					
valko-sinihomejuusto					
valkosipuli					
valkosipulijauhe					
valkosipuliletti					
valkosipulinkynsi					
valkosipulinpuristin					
valkosipuliperunat					
valkosipulisuola					
valkosipulivoi		18			
valkosolu					
valkosormisuus		40			
valkotukkainen					
valkotähkäisyys		40			
valkovaseliini					
valkovatsuri		6			
valkovenäjä					
valkovenäjän kieli					
valkovenäläinen					
valkoviini		5			
valkoviinilasi					
valkovirkkaus					
valkovuokko					
valkovuoto					
valkuainen		38			
valkuaisaine					
valkuaisainepitoinen					
valkuaisainepitoisuus					
-valkuaisinen		38			
valkuaisköyhä					
valkuaispitoinen					
valkuaispitoisuus					
valkuaisrehu					
valkuaisrikas					
valkuaistarve					
valkuaisvaahto					
valkuaisvirtsaisuus		40			
valkyria		12			
vallalla		99			
vallalle		99			
vallan		99			
vallanhalu					
vallanhaluinen					
vallanhimo					
vallanhimoinen					
vallanjako					
vallanjako-oppi					
vallankaan		99			
vallankaappaaja					
vallankaappaus					
vallankeikaus					
vallankeskitys					
vallankin		99			
vallankumouksellinen					
vallankumouksellisesti		99			
vallankumouksellisuus					
vallankumous					
vallankumousaate					
vallankumousarmeija					
vallankumousjohtaja					
vallankäyttäjä					
vallankäyttö					
vallanperijä					
vallanperimys					
vallanperimysjärjestys					
vallanpito					
vallanpitäjä					
vallansiirto					
vallantavoittelija					
vallasnainen					
vallassa		99			
vallassaolija					
vallassaolo					
vallassääty					
vallasta		99			
vallata		73	I		
vallaton		34	C		
vallattomasti		99			
vallattomuus		40			
vallesmanni		5			
valli		5			
vallihauta					
vallintaoikeus					
valliriutta					
vallita		69			
vallitseva		10			
vallitsevasti		99			
valloillaan		99			
valloilleen		99			
valloittaa		53	C		
valloittaja		10			
valloittamaton		34	C		
valloittava		10			
valloittavasti		99			
valloitus		39			
valloitusretki					
valloitussota					
valloni		6			
vallonilainen		38			
valmennus		39			
valmennuskurssi					
valmennusleiri					
valmennusohjelma					
valmennusrengas					
valmentaa		54	J		
valmentaja		10			
valmentautua		52	F		
valmis		41			
valmisateria		50			
valmisbetoni		50			
valmismatka		50			
valmisosa		50			
valmispuku		50			
valmisruoka		50			
valmistaa		53			
valmistaja		10			
valmistalo		50			
valmistamo		2			
valmistautua		52	F		
valmistava		10			
valmistavasti		99			
valmiste		48			
valmisteilla		99			
valmisteille		99			
-valmisteinen		38			
valmistelija		12			
valmistella		67			
valmistelu		2			
valmisteluelin					
valmisteluvaihe					
valmistenumero					
valmistevero					
valmistua		52			
valmistumisaika		9	D		
valmistus		39			
valmistusaika		9	D		
valmistusaine					
valmistuserä					
valmistushakkuu					
valmistuskustannukset					
valmistuslisenssi					
valmistusmaa					
valmistusmenetelmä					
valmistusohje					
valmistuspaikka					
valmistusprosessi					
valmistuspäivä					
valmistustekniikka					
valmistusvaihe					
valmistusvika		9	D		
valmistusvirhe					
valmistusvuosi					
valmisvaate		50			
valmisvaateteollisuus					
valmius		40			
valmiusasento					
valmiusaste					
valmiusjoukko					
valmiuslaukku					
valmiusohjelma					
valmiusryhmä					
valmiustila					
valmu		1			
valmuska		13			
valo		1			
valoaallot					
valoammus					
valodiodi					
valoefekti					
valoelin					
valohakuinen					
valohakuisuus					
valoherkkyys					
valoherkkä					
valohoito					
valohoitolaite					
valohämy					
valoihottuma					
valoilmiö					
valoisa		10			
valoisasti		99			
valoisuus		40			
valojuova					
valojuova-ammus					
valojuovaluoti					
valojäljennös					
valokaapeli					
valokaari					
valokatkaisin					
valokehä					
valokeila					
valokenno					
valokiila					
valokirjain					
valokopio					
valokopioida					
valokopiointi					
valokopiokone					
valokopiopaperi					
valokuitu					
valokuitukaapeli					
valokuva					
valokuvaaja					
valokuva-albumi					
valokuvaamo					
valokuvakansio					
valokuvamainen		38			
valokuvamalli					
valokuvamontaasi					
valokuvankehys					
valokuvanäyttely					
valokuvapaperi					
valokuvasuurennos					
valokuvata					
valokuvataide					
valokuvauksellinen					
valokuvauksellisesti		99			
valokuvauksellisuus		40			
valokuvaus					
valokuvauskamera					
valokuvauskilpailu					
valokuvausliike					
valokuvaussafari					
valokuvaustarvike					
valokuvaustekniikka					
valokvantti					
valokynä					
valokytkin					
valoladonta					
valolatoja					
valolatomakone					
valolähde					
valoläikkä					
valoläiskä					
valomainos					
valomajakka					
valomeri					
valomerkki					
valomikroskooppi					
valomuisti					
valonappula					
valonarka					
valonarkuus					
valonheitin					
valonherkkä					
valonkajastus					
valonkajo					
valonkesto					
valonkestävyys					
valonkestävä					
valonleimahdus					
valonleimaus		39			
valonloiste					
valonlähde					
valonmittaus					
valonpesin					
valonpilkahdus					
valonpitävä					
valonsaanti					
valonsäde					
valonsäteily					
valonvälähdys					
valo-ohjattu		1	C		
valo-ohjauksinen					
valo-ohjaus					
valo-opaste					
valo-opastin					
valo-oppi					
valopakoinen					
valopakoisuus		40			
valopatruuna					
valopetroli					
valopiha					
valopilkku					
valopiste					
valopistooli					
valopoiju					
valopöytä					
valoraketti					
valoreaktio					
valos		39			
valoshow					
valostua		52			
valosähkö					
valosähköinen					
valosähkötys					
valotaide					
valotaulu					
valotehoste					
valoteksti					
valotiheys					
valottaa		53	C		
valottua		52	C		
valotus		39			
valotusaika		9	D		
valotusarvo					
valotusmittari					
valotusvirhe					
valourut					
valoverho					
valovirta					
valovoima					
valovoimainen					
valovuosi					
valoärsyke					
valpas		41	B		
valpastua		52			
valppaasti		99			
valppaus		40			
valssaaja		10			
valssaamo		2			
valssain		33			
valssata	1	73			
valssata	2	73			
valssaus	1	39			
valssaus	2	39			
valssauskone					
valssauslaitos					
valssi	1	5			
valssi	2	5			
valssikone					
valssilaitos					
valta		9	I		
valta-					
valtaaja		10			
valtaan		99			
valtaannousu					
valtaanpääsy					
valtaantulo					
valtaapitävä					
valta-asema					
valtaenemmistö					
valtainen		38			
-valtainen		38			
valtaisa		10			
valtaisasti		99			
-valtaisesti		99			
valtaistuin					
valtaistuinpuhe					
valtaisuus		40			
valtakamppailu					
valtakausi					
valtakieli					
valtakirja					
valtakulttuuri					
valtakunnallinen					
valtakunnallisesti		99			
valtakunnallisuus		40			
valtakunnanoikeus					
valtakunnanraja		9			
valtakunnansali					
valtakunnansovittelija					
valtakunnansyyttäjä					
Valtakunnansyyttäjänvirasto					
valtakunnanverkko					
valtakunta					
valtalaji					
valtalehti					
valtamerentakainen					
valtameri					
valtamerialus					
valtameripurjehdus					
valtameriristeily					
valtaoikeus					
valtaoja					
valtaosa					
valtapeli					
valtapiiri					
valtapoliittinen					
valtapolitiikka					
valtapuolue					
valtapuu					
valtapyrkimys					
valtarakenne					
valtaryhmittymä					
valtasuoni					
valtataistelu					
valtatie					
valtatieverkko					
valtatyhjiö					
valtaus		39			
valtava		10			
valtavasti		99			
valtavirta					
valtavirtaistus		39			
valtavirtaus					
valtavuus		40			
valtaväri					
valtaväylä					
valtias		41			
valtiatar		32	C		
valtikka		14	A		
valtimo		2			
valtimonkovetustauti					
valtimonlaajentuma					
valtimonsyke					
valtimopunos					
valtimotulehdus					
valtimoveri					
valtio		3			
valtioelin					
valtioenemmistöinen					
valtioidenvälinen					
valtiojohtoinen					
valtiojärjestys					
valtiokapitalismi					
valtiokoneisto					
Valtiokonttori					
valtiolaiva					
valtioliitto					
valtiolippu					
valtiollinen		38			
valtiollistaa		53			
valtiollistua		52			
valtiomahti					
valtiomies					
valtiomiestaito					
valtiomiesteko					
valtiomuoto					
valtionapu					
valtionavustus					
valtionenemmistöinen					
valtioneuvos					
valtioneuvosto					
valtionhallinto					
valtionhoitaja					
valtionhoitajapuolue					
valtionjohtoinen					
valtionkirkko					
valtionmetsä					
valtionmonopoli					
valtionobligaatio					
valtionosuus					
valtionpalkinto					
valtionpäämies					
valtiontakaus					
valtiontaloudellinen					
valtiontalous					
valtionterrorismi					
valtiontilintarkastaja					
valtionvelka					
valtionvero					
valtionverotus					
valtionyhtiö					
valtio-oikeus					
valtio-oppi					
valtiopetos					
valtiopäiväedustaja					
valtiopäiväjärjestys					
valtiopäivämies					
valtiopäivät					
valtiorikos					
valtiosalaisuus					
valtiosihteeri					
valtiosopimus					
valtiososialismi					
valtiosääntö					
valtiosääntöoikeus					
valtiotiede					
valtiotieteellinen					
valtioton		34	C		
valtiovalta					
valtiovarainministeri					
valtiovarainministeriö					
valtiovarainvaliokunta					
valtiovierailu					
valtioviisaasti					
valtioviisas					
valtioviisaus					
valtius		40			
valtoimenaan		99			
valtoimesti		99			
valtoin		33			
valtti		5	C		
valttikortti					
valttiässä		10			
valtuus		40			
valtuuskirja					
valtuuskirje					
valtuuskunta					
valtuuslaki		5	D		
valtuusto		2			
valtuustoryhmä					
valtuutettu		1	C		
valtuuttaa		53	C		
valtuuttaja		10			
valtuutus		39			
valu		1			
valua		52			
valubetoni					
valuma		10			
valuma-alue					
valumassa					
valumavesi					
valumetalli					
valumuotti					
valunta		9	J		
valurauta					
valurautainen					
valurautapata		9	F		
valuteräs					
